customer_tweet_id,customer_text,gold_brand_reply,intent_id,intent_confidence,intent_rationale,drafted_reply,grounding_examples,escalate,escalation_reason,escalation_source
784074,@AmazonHelp Through you,@307132 Can you tell us a bit more about the issue w/o sharing any personal or acc info? ^JJ,general_feedback,0.45,The brief message appears to be a casual comment rather than a specific request or complaint.,Thanks for the kind words! We're glad we could help. ^HS,@AmazonHelp It's done. ||| @AmazonHelp 5180700103714 ||| @AmazonHelp well it's still not here.,True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
1032368,@AmazonHelp I have still not got any resolution. Filled the form again.,"@280270 If you've shared your details, we'll look into it and get back to you with an update. Appreciate your understanding. ^SQ",pending_resolution_followup,0.95,User indicates they are following up on an unresolved issue after resubmitting a form.,Sorry for the delay. We’ve sent a follow‑up to your registered email; please check and reply so we can assist further. ^SB,"@AmazonHelp Form filled,  no resolution yet ||| @AmazonHelp Is it all you got? Filled up a form and wait for automated empathising message??? ||| @AmazonHelp It's more than 24hr since I filled the form, and no response yet....",True,Thread already has 3 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
1118575,"@115850 After order automatically being cancelled by amazon,delivery guy calls saying he can deliver product - IS THIS BLACK MARKETING?","@383921 I'm sorry for your recent experience, please contact us here: https://t.co/rS49hgaADF and we'll be glad to help you. ^SY",order_status_and_payment,0.78,"The user is questioning an automatic order cancellation and subsequent delivery offer, which relates to order status and concerns about the process.",@115850 We’re sorry for the mix‑up. Please DM us with your order number and any details so we can investigate the cancellation and the delivery call. ^CS,"What did we ever do to you, Amazon delivery guy? 💔 https://t.co/b4F2OCNyvn ||| You know that you buy way too many items from Amazon when the delivery guy for your street calls you by your first name.... ||| The amazon delivery guy just told me off I am shook",True,"Customer is upset about a cancelled order and suspects misconduct, requiring human review.",llm_judgment
1380709,@AmazonHelp I'm having trouble placing an order for an item. It won't ship anywhere. Can you help me?,@441386 We'll be glad to lend a hand. Is this item shipped and sold by Amazon or a Third-Party seller? ^DO,general_inquiry_and_error,0.86,"The user reports an issue placing an order, which fits a general inquiry or website error rather than a specific delivery or return scenario.",@123456 Sorry to hear you're having trouble placing your order. Please DM us with your account details so we can investigate why the item won’t ship. ^AB,@AmazonHelp I am having trouble ||| @AmazonHelp Are you having trouble in UK? @57880 https://t.co/DJO6MB1wWH ||| @AmazonHelp having no trouble putting through a snack order?,False,Standard order placement issue can be resolved with templated guidance,llm_judgment
1421287,@115850 This is now regular. Buy something with promise of delivery next day. Then say sorry and push delivery by 3 days. What is d point? https://t.co/ooxJxMHLLB,@338772 order might take longer than expected to arrive. Request you to wait till the revised date for the order to arrive. 2/2 ^GK,delivery_delay,0.95,The message complains about a promised next‑day delivery that was delayed by several days.,@115850 I'm sorry for the repeated delay. Please reach out via DM or call us so we can investigate your order and get it on track: https://t.co/qy3J24VGxb ^GR,"@115830  1 Day delivery? its been 4 days ||| We pay for prime services for a service which gives you delivery after 2 days? Not happy, when you guys promise a one-day delivery.
@115850 @AmazonHelp ||| @115830 yet again you let me down, what is the point in giving a delivery day only to say at 17.50 that you can't deliver it!!😡😡😡😡😡",True,"The customer expresses strong frustration over delayed delivery, requiring human empathy beyond a templated response.",llm_judgment
1421287,@115850 This is now regular. Buy something with promise of delivery next day. Then say sorry and push delivery by 3 days. What is d point? https://t.co/ooxJxMHLLB,"@338772 I'm sorry about the delay. We try our best to deliver the orders on time. However, due to an unprecedented delay, the 1/2 ^GK",delivery_delay,0.96,The message complains about a promised next‑day delivery being delayed by several days.,@115850 I'm sorry for the delay. Please reach out to us by phone so we can investigate further with you: https://t.co/qy3J24VGxb ^GR,"@115830  1 Day delivery? its been 4 days ||| We pay for prime services for a service which gives you delivery after 2 days? Not happy, when you guys promise a one-day delivery.
@115850 @AmazonHelp ||| @115830 yet again you let me down, what is the point in giving a delivery day only to say at 17.50 that you can't deliver it!!😡😡😡😡😡",True,"Customer expresses strong frustration over delayed delivery, likely needing human empathy",llm_judgment
1603748,"Had an @115830  #Prime delivery not show up yesterday, it wasn't even set as next day. As if a 7am to 10pm delivery window wasn't wide enough #NoShow","@492154 Hey, sorry about the delay. What info can you see on the tracking here: https://t.co/aaDyEz1VgE ^RS",delivery_delay,0.96,The user reports a missed Prime delivery and asks about the failed delivery window.,We’re sorry your Prime delivery didn’t arrive within the 7 am‑10 pm window. Please DM us your order number and any tracking details so we can investigate further. ^AF,"Will my @115830 prime delivery ever turn up 🤷🏻‍♂️ ||| Boo another @115830 prime delivery fail. That’s 4 in 2 weeks, I will give no prises for guessing the delivery service. 👎🏻💩 ||| Let down yet again by @115830 prime delivery.  A once reliable service has become inconsistent",True,"Customer shows strong frustration over missed Prime delivery, likely needing a human response.",llm_judgment
1727742,@115850 Had a bas exp with the delivery when it was rescheduled after I called the agent and asked him to deliver specifically,@522475 Kindly report this to our support team here: https://t.co/rS49hgaADF and we'll look into it. ^AK (2/2),delivery_delay,0.78,"The message complains about a delivery being rescheduled, indicating a delivery issue.",@115850 I'm sorry you had a bad experience with the rescheduled delivery. We'd like to help—please reach out to us here: https://t.co/TxK11znixD. ^KK,@AmazonHelp i specifically asked for an order not to go to my neighbour and it has! ||| @AmazonHelp Specifically this one https://t.co/lOvLuVmXHu ||| @AmazonHelp Specifically its amazon.in,False,Standard delivery delay complaint can be addressed with a templated response.,llm_judgment
1727742,@115850 Had a bas exp with the delivery when it was rescheduled after I called the agent and asked him to deliver specifically,@522475 Sorry to know about the trouble with the delivery of the order. We'd like to help. ^AK (1/2),delivery_delay,0.85,"The message complains about a delivery being rescheduled, indicating a delivery delay issue.",@115850 I'm sorry you had a bad experience with the rescheduled delivery. Please DM us here https://t.co/TxK11znixD so we can look into this for you. ^KK,@AmazonHelp i specifically asked for an order not to go to my neighbour and it has! ||| @AmazonHelp Specifically this one https://t.co/lOvLuVmXHu ||| @AmazonHelp Specifically its amazon.in,False,Standard delivery reschedule issue can be addressed with a templated response,llm_judgment
2009964,@117086 Te desejo boas vendas e espero um dia que possamos ter o mesmo modelo dos EUA em terras tupiniquins.,@287924 Olá Randell! Você já deu uma olhadinha no nossa nova loja de eletrônicos? ^HC,general_feedback,0.96,"The message is a friendly comment wishing good sales, not a request or complaint.",@117086 Olá! Muito obrigado pelos votos e pela sugestão – vamos levar seu feedback adiante. Fique de olho nas novidades que chegam ao Brasil. ^HC,Hoje é o dia em que a @117086 me mata de ansiedade 😬 ||| Todos deviam ter um Kindle @117086 ||| @AmazonHelp tons me espero asta le dia  q me yegue o q ago,False,It's a simple positive feedback message with no complex issues.,llm_judgment
2311992,"(Seriously, thank you for always being awesome @AmazonHelp. Your entire customer service department is wonderful.)","@412851 You are, as always, incredibly welcome! We are happy to help! ^BE",general_feedback,0.98,"The message is a thank‑you note praising the customer service, which matches general feedback.",@User Thank you! We're thrilled to hear that. Let us know if there's anything else we can help with. ^CS,@AmazonHelp Wonderful thanks have an awesome day 😊 ||| @AmazonHelp I will definitely do this thank you for the awesome customer service! ||| Why can all customer service lines be like @AmazonHelp? They’re awesome.,False,The message is positive feedback with no issue requiring human review.,llm_judgment
2318972,"@AmazonHelp Dear Sir l have ordered my NOKIA model number 130 DS (Black) mobile with amazon  order no 403-9527897-0448309, dated 27.10.2017. I have received the phone on 07.11.2017","@281472 Thank's strange! Did you report this to our support team here: https://t.co/vlvfJr4nN9 ?
Also, please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^SY",general_feedback,0.92,"The message simply informs Amazon that the ordered phone was received, resembling a general comment or feedback.",We’re sorry for the delay. Please DM us your order details so we can investigate further. ^VM,"@AmazonHelp Dear Sir l have ordered my NOKIA model number 130 DS (Black) mobile with amazon  order no 403-9527897-0448309, dated 27.10.2017. I have received the phone on 07.11.2017 ||| @AmazonHelp Dear Sir l have ordered my NOKIA model number 130 DS (Black) mobile with amazon  order no 403-9527897-0448309, dated 27.10.2017. I have received the phone on 07.11.2017 ||| @AmazonHelp Dear Sir l have ordered my NOKIA model number 130 DS (Black) mobile with amazon  order no 403-9527897-0448309, dated 27.10.2017. I have received the phone on 07.11.2017",False,The message is a simple order receipt acknowledgment with no issue or request.,llm_judgment
2318972,"@AmazonHelp Dear Sir l have ordered my NOKIA model number 130 DS (Black) mobile with amazon  order no 403-9527897-0448309, dated 27.10.2017. I have received the phone on 07.11.2017","@281472 That's strange! Did you report this to our support team here: https://t.co/vlvfJr4nN9 ?
Also, please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^SY",general_feedback,0.78,"The message simply informs Amazon of a received order without requesting assistance, fitting general feedback.",@281472 We're sorry for the inconvenience. Please DM us your order details so we can investigate further. ^VM,"@AmazonHelp Dear Sir l have ordered my NOKIA model number 130 DS (Black) mobile with amazon  order no 403-9527897-0448309, dated 27.10.2017. I have received the phone on 07.11.2017 ||| @AmazonHelp Dear Sir l have ordered my NOKIA model number 130 DS (Black) mobile with amazon  order no 403-9527897-0448309, dated 27.10.2017. I have received the phone on 07.11.2017 ||| @AmazonHelp Dear Sir l have ordered my NOKIA model number 130 DS (Black) mobile with amazon  order no 403-9527897-0448309, dated 27.10.2017. I have received the phone on 07.11.2017",False,The message is a simple order receipt notification with no request or issue.,llm_judgment
2345611,"@116618 congrats to Jeff for the 100 billion 💰, but your fast forward feature is terrible. Something that @116602 does way better.",@678263 We genuinely appreciate the feedback! I can make sure this is passed along to the appropriate group. ^CH,general_feedback,0.87,"The message provides a casual comment and criticism about a product feature, fitting the general feedback category.",Thanks for the feedback! We’re always working to improve Fast Forward – you can share more details through our feedback form: https://t.co/toPxGRXcVh ^AF,Why doesn’t @116618 have the fast forward / rewind preview functionality? #fwp ||| @116618 is there any way we can get #HouseMD in #Prime ||| @AmazonHelp Please do it fast,False,The message is simple feedback/complaint without policy or high‑frustration issues.,llm_judgment
2482402,@AmazonHelp Yes it happens all the time. Apple Mac 10.10.5 with Chrome. Thanks.,@377097 We may want to take a closer look. Please reach out to us for Amazon Video assistance here: https://t.co/hApLpMlfHN ^MJ,general_inquiry_and_error,0.86,"The user reports a recurring issue with their system and browser, fitting a general error/inquiry category.",@yourhandle Sorry to hear this is happening repeatedly. Please DM us with more details or share them here: https://t.co/cQVomR1pWz ^HA,"@AmazonHelp Yes apple ||| @AmazonHelp Yes, it was 10 Oct ||| @AmazonHelp Yes. Thanks.!🙋",True,Thread already has 3 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
2630095,Hoy tuve la mejor experiencia de atención al cliente y fue con @115821,"@742732 Nos alegra mucho saberlo, Fran. Puedes contar con nosotros siempre que lo necesites 😊. ^LG",general_feedback,0.96,"The Spanish message expresses a positive compliment about customer service, fitting the general feedback category.","Hola, gracias por compartir, nos alegra que hayas tenido la mejor experiencia con @115821. ¿Qué fue lo que más te gustó?","@AmazonHelp atención al cliente ||| Impecable la atención al cliente de @116928 👏👏👏 ||| @116875 tienen la mejor atención al cliente, los amo! 😘",False,Positive feedback with no policy or escalation triggers,llm_judgment
2909170,"@AmazonHelp Damit mir wieder gesagt wird, dass ich den Stick auf Werkseinstellung zurücksetzen soll? Es ist nichts installiert, kein Sideload usw.",@271129 Nach Rückmeldung leiten wir dein Anliegen gerne an unsere Spezialisten zur Prüfung weiter. ^SI,general_inquiry_and_error,0.85,"The German message reports a device issue and asks for help, fitting the general inquiry & errors category.","@Kunde Hi, das klingt ärgerlich. Bitte melde dich beim Kundenservice, damit wir das prüfen können: https://t.co/xxxx ^AM","Und noch ne frage an @116316 ist es üblich, dass das garantierte Lieferdatum einfach, ohne den Kunden zu informieren, einen Tag nach hinten gesetzt wird?
Erst Mittwoch und mir nichts dir nichts auf Donnerstag geändert. Obwohl noch 1 Stk auf Lager war als ich bestellt habe. ||| Und wieder hat @122924 es geschafft mir das Wochenende zu vermiesen. Der Lieferant hat mich lt. Verfolgung angeblich nicht angetroffen, obwohl ich den ganze Tag Zuhause auf die dringende Lieferung wartete. Kein Zettel, keine Info, Nichts. Ich verstehe nicht, wie Amazon ||| @AmazonHelp Nein dort steht nur dass ich Freitag nochmal auf die Seite soll, falls es nicht angekommen ist",True,Thread already has 6 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
2925545,"@119625 hope u aware that shinchan is very famous in Tamilnadu for past few days. Most of us just started watching. Suddenly today, it says shinchan season 01 is not available for my area. Season 02 &amp; 03 are available. Season 01 was so fun &amp; suddenly u removed season 01. https://t.co/vhR00oo4Qw",@673384 I'm sorry for the trouble caused over this streaming. Please connect with our support team here: https://t.co/2t6DQoUmNZ &amp; they will assist you with an alternative over it. ^RW,ERROR,0.0,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01m0k6qkwhevp8rk317trsg2fj` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99745, Requested 2199. Please try again in 27m59.616s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'compound', 'code': 'rate_limit_exceeded'}}",,,True,"error: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01m0k6qkwhevp8rk317trsg2fj` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99745, Requested 2199. Please try again in 27m59.616s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'compound', 'code': 'rate_limit_exceeded'}}",error
