customer_tweet_id,intent_id,drafted_reply,escalate,escalation_reason
246426,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
259382,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
270917,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
288258,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
288258,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
298984,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
346746,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
365644,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
371089,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
371089,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
380161,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
380161,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
389902,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
390011,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
423998,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
468192,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
481607,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
491382,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
494830,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
516690,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
517693,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
539825,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
544436,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
550535,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
574505,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
592052,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
48914,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
665196,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
665421,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
673225,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
673225,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
751715,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
784074,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
787575,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
789291,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
900380,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
965814,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
965814,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
976763,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
976763,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
998043,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1009219,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1027557,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1032368,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1053455,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1080286,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1086042,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1112597,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1118575,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1123660,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1133988,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1137388,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1215475,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1252062,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1264581,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1276147,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1279828,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1279828,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1327797,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1337173,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1347621,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1358061,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1380709,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1412451,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1421287,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1421287,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1438578,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1450083,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1450083,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1450093,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
206052,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
206052,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1501788,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1509873,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1547885,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1591751,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1596991,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1603748,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1616069,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1619384,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1632182,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1686803,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1727742,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1727742,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
900380,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1892141,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1943808,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
1949925,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2003801,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2009964,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2017562,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2089249,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2113563,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2128505,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2128505,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2137416,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2137416,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2137416,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2139211,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2152570,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2152570,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2154190,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2176620,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2241909,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2242084,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2254625,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2298813,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2308317,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2311978,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2311992,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2318972,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2318972,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2325543,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2325543,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
845678,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2341996,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2345611,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2347719,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2369610,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2380823,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2380857,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2393574,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2400905,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2417321,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2460304,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2467926,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2482402,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2487071,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2496352,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2500688,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2513435,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2513435,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2513435,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2526950,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2565643,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2609258,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2630095,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2647206,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2664060,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2752391,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2783165,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2819184,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2819210,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2822399,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2840271,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2867172,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2867172,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2888232,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2888311,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2909170,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2921398,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
2925545,general_feedback,Thanks for reaching out! We're looking into this and will follow up shortly.,False,Trivial baseline never escalates.
