customer_tweet_id,customer_text,gold_brand_reply,intent_id,intent_confidence,intent_rationale,drafted_reply,grounding_examples,escalate,escalation_reason,escalation_source
2287516,@AmazonHelp Web browser,@664621 Your cart will be in the upper right-hand corner. See screenshot and let us know if you need any further assistance. ^AM https://t.co/4vyUUlr3gM,general_inquiry_and_error,0.45,"Message is a brief mention of the web browser, suggesting a general inquiry or possible website issue rather than a specific listed intent",@User Sorry to hear that. Try clearing your browser cache and restarting; that often helps. ^DJ,@AmazonHelp Anything with a web browser ||| @AmazonHelp It is the web browser version I’m on ||| @AmazonHelp I also tried using web browser https://t.co/Kt4FqRuvIF,True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
398716,@AmazonHelp Ah bah merci 😂😂,"@210299 Je vous en prie, bonne soirée :) ^FT",general_feedback,0.98,"The message expresses thanks in a casual tone, fitting general feedback.",Merci à vous et bonne journée ! ^AR,"@AmazonHelp Ah oki merci 🙂 ||| @AmazonHelp Ah ben c'est sympa ça. Merci. ||| @AmazonHelp Ah cest pour ça, merci",True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
2344015,@AmazonHelp Each time I called I was asked to give land marks to my location to help the driver find my house...this didn't help and still no parcel,"@677894 Were all 5 deliveries handled by the same Courier? You can find out under order details, from here:  https://t.co/aaDyEz1VgE ^CH",missing_or_misdelivered_package,0.93,"The user reports the driver couldn't locate their address and the parcel hasn't arrived, indicating a missing/misdelivered package.",@User Sorry to hear your package still hasn’t arrived. Please DM us your order number and delivery details so we can investigate further. Thank you.,"@AmazonHelp I've done that last time. Didn't help. ||| @AmazonHelp I didn't get Any help , ||| @AmazonHelp I already did that and it didn't help.",True,Thread already has 6 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
2733972,@118919 is there any offer for first time purchase user on ur website or app?,"@385304 We do not have any offer for the first time purchase. However, there are many sales and deals available on daily basis. Stay tuned to the website for more updates. ^PR",general_inquiry_and_error,0.86,"User asks about promotional offers, which is a general inquiry about the service","We offer several promotions for first‑time purchases on both the website and app, though some deals are app‑exclusive. Check the Today’s Deals page or DM us for the latest offers. ^AM",@115850 100% Cashback and iPhone8 offer on recharge is App only offer or website offer also ||| @118919 ||| @115850 Komparify new user 25% Cashback offer over?,False,simple promotional inquiry can be answered with a standard response,llm_judgment
549482,"@AmazonHelp For Tunein, response is: “I could not find”, for AnyPod “I have not heard of”, but I see it here: https://t.co/xTnsUifcJ5","@247944 We'd like to look into this more closely and try some troubleshooting with you. When you have a moment, please contact us here: https://t.co/hApLpMlfHN ^SB",media_link_submission,0.92,"The message includes a link to external content to support an inquiry, matching the Media or Link Submission intent.",@user Sorry you’re encountering this. Please DM us or contact us via chat so we can investigate the Tunein and AnyPod issue further. ^HT,"@AmazonHelp never heard from them :( ||| @AmazonHelp I have, not heard anything back! ||| @AmazonHelp Have heard nothing back?",True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
1263964,@AmazonHelp Have tried to get your contact centre tonrevert..  But call gets disconnected by stating the order is not found,@415994 We’ll sort this for you.  2/2 ^SB,customer_service_complaint,0.92,User reports a frustrating phone interaction where support couldn't locate the order and disconnected the call,I’m sorry you’re experiencing this. Please share your order details here: https://t.co/xxxx and we’ll look into it. ^SB,"@AmazonHelp Have tried to get your contact centre tonrevert..  But call gets disconnected by stating the order is not found ||| @AmazonHelp Tried you call centre,  she don't have any solution. ||| @AmazonHelp I tried to reach by link however call disconnected",True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
1562456,@AmazonHelp You call me at this number 9826745404 Full Problem tab you will understand ... please call Thank you,@450218 Please don’t provide your details here as we consider them to be personal information. Our page is visible to public. ^GS,general_inquiry_and_error,0.72,"User asks for a call to discuss an issue, which fits the catch‑all general inquiry category","@450218 We’re sorry for the inconvenience, but we can’t call you here. Please DM us or contact Amazon Customer Service through your account for further assistance.",@AmazonHelp You call me at this number 9826745404 Full Problem tab you will understand ... please call Thank you ||| @AmazonHelp You call me at this number 9826745404 Full Problem tab you will understand ... please call Thank you ||| @AmazonHelp You call me at this number 9826745404 Full Problem tab you will understand ... please call Thank you,True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
944288,@115850 No confirmation received till now regarding delivery of my goods.,@343905 I'm sorry about the delay. Kindly share your details here: https://t.co/beaaDm0muc and I'll check this for you. ^GK,delivery_delay,0.92,"User reports not receiving delivery confirmation, indicating a delivery delay issue.",@123456 Apologies for the delay. Please DM us your order details or share them here: https://t.co/xxxx so we can investigate further. ^AM,@AmazonHelp confirmation of delivery.” (2/2) ||| @115850 till now i have no confirmation about order even though guaranteed delivery !! ||| @115850 Any support not received till now regarding my order return to AMAZON,False,Standard delivery confirmation issue can be handled automatically,llm_judgment
486635,"@AmazonHelp Hello, I have checked with both neighbours and all possible safe places. Unfortunately I have been having trouble with @122232 delivering my parcels to the right address and on time!",@230806 Thank you for clarifying. I can definitely understand how frustrating this is! Have you contacted us directly to report this: https://t.co/JzP7hlA23B? ^DW,delivery_delay,0.86,"The user reports parcels not being delivered to the correct address and on time, which fits delivery delay issues.",We're sorry for the inconvenience! Please DM us your order number and the address you’re expecting delivery to so we can look into this. ^AB,@115821 having trouble with my account ||| Anyone else’s @115833 “having trouble understanding right now”? ||| @115830 I am having some trouble with a product! Can you help please?,True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
421409,@AmazonHelp Thank you for your assistance,@215406 You're welcome. :) ^HR,general_feedback,0.99,"The message expresses thanks, matching general feedback.",You're welcome! Let us know if there's anything else we can help with! ^BG,@AmazonHelp Thank you ||| @AmazonHelp Thank you! ||| @AmazonHelp Thank you 😄,True,Thread already has 5 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
199649,@AmazonHelp ordered goods and paid. instructed collection from Amazon drop point via 3rd party. collection refused. no call back.from Amazon as promised,@163090 I'm sorry your items didn't arrive as expected! Please reach out to us here via phone or chat: https://t.co/JzP7hlA23B ^ZW,delivery_delay,0.78,"The customer reports a failed collection of their order, which is a delivery issue.",@YourHandle Sorry to hear about the missed collection and lack of follow‑up. Could you DM us your order # and drop‑point details so we can investigate? Please don’t share personal info publicly. ^GL,"@115830 ordered item using Amazon drop retailer. collection set up for 3 party to collect. collection refused. wedding surprise ruined ||| @117634 Is it possible to make a collection within a collection? If not, please consider that. #please #pleaseandthankyou #thanks ||| @AmazonHelp Not a great collection when compared to others. Couldn't find anything. That's y i asked for an update to the collection. Specially woolen sweaters.",True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
745101,@AmazonHelp Already called you but your executive said to contact with mobile customer care.,@298118 We'd like to know what exactly went wrong. Please drop in the details here: https://t.co/GIJyeYqKE0 and we'll reach out. ^MS,customer_service_complaint,0.94,"User complains that a previous call led to being redirected to mobile customer care, indicating dissatisfaction with support.","Sorry for the inconvenience. Please use this link, sign in, then select “Phone” under “Contact us” to get a call back from our mobile support team: https://t.co/vlvfJr4nN9 ^SD","@AmazonHelp Called customer care many times but call ended without connecting to any customer care executive ||| @AmazonHelp Called on your Customer Care Number, no transferring to Customer Care Executive, Just blah blah from recorded msg and phone gets disconnected
https://t.co/1kHI1cXJE4 ||| @AmazonHelp Called on your Customer Care Number, no transferring to Customer Care Executive, Just blah blah from recorded msg and phone gets disconnected
https://t.co/1kHI1cXJE4",True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
2930063,"@AmazonHelp I have done this earlier , how can I give the proof of this, waiting for your response","@810548 If you've shared the details, we'll reach out to you soon with an update. ^SG",pending_resolution_followup,0.68,User is following up and asking how to provide proof after a prior interaction,"We understand the delay. Please submit your proof using the link we shared earlier, or DM us for a new link so we can review it. ^MP",@AmazonHelp Done waiting for your response. ||| @AmazonHelp Done. Waiting for the response ||| @AmazonHelp still waiting for response,True,Thread already has 10 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
2956979,@AmazonHelp Já verifiquei e não recebi nada,"@816244 Nesse caso, recomendo entrar em contato diretamente com o nosso SAC, para eles conferirem o acontecido: https://t.co/qGpkDwGRhX ^CR",missing_or_misdelivered_package,0.95,"User reports not receiving a package they checked for, indicating a missing or misdelivered package.","@[seu nome] Entendo, lamento que o pacote não tenha chegado. Por favor, envie um DM com o número do pedido para que possamos investigar. ^LG",@AmazonHelp Já recebi! ❤ https://t.co/ulBVgjY2WJ ||| @AmazonHelp Já recebi. O Kindle é mágico. :D ||| @AmazonHelp já  resolvi,True,Thread already has 6 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
1558762,@AmazonHelp Contact here 9431032319,"@481736 Please don't provide your contact details, we consider it personal info. Our Twitter page is visible to public. (3/3) ^AS",other,0.6,The short message only provides a contact phone number without any specific issue that matches the listed intents.,"Please don’t share personal contact details here. For assistance, please DM us or visit the Help Center. ^VN(2/2)",@AmazonHelp Contact here 9431032319 ||| @AmazonHelp U can contact me on my no 7903524736 ||| @AmazonHelp contact me on 09873436487 once,True,Thread already has 4 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
277581,"@AmazonHelp Ouais mais je suis déjà passé par là plusieurs fois cette semaine et on m'a toujours dit ""On vous rappellera"". C'est bon j'ai donné.","@182307 Tant que notre SAV vous a promis un retour, je vous invite à patienter. ^ARC",customer_service_complaint,0.94,User expresses frustration about repeatedly being promised a callback that never happened,@votrePseudo Nous sommes désolés pour ce désagrément. Veuillez nous envoyer un DM avec votre numéro de commande afin que nous puissions régler cela rapidement. ^SM,"@AmazonHelp Je suis rassuré par votre compréhension... c’est déjà fait ||| @AmazonHelp Laisser tomber fait plusieurs fois déjà ||| @AmazonHelp La plupart du temps je regarde fiche produit +evals et c'est bon (mais je suis souvent sur Logitech, MSI, Be quiet, Razer...) Je vogue au grès de mes besoins ^^",True,Thread already has 14 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
1011476,"Pathetic service of @115850 
#amazonpayworst #worstexperience
They haven't transfer my money to bank account it's been 15 days. #wakeup","@359320 Apologies for any ordeal, Hiren. Could you please elaborate on your concern? We'd like to look into it. ^HD",order_status_and_payment,0.78,"The user complains that Amazon Pay has not transferred their money for 15 days, which is a payment issue.",Sorry for the delay with your Amazon Pay transfer. Please DM us or reach out via https://t.co/vlvfJr4nN9 so we can investigate and help you further. ^HN,How to transfer money to bank account from amazon pay balance.@115850 ||| @115830 You robbed money from my bank account and you still haven't responded. You dirty thieves. ||| @AmazonHelp so what is the solution. I want my money back into my bank account.,True,"Customer is frustrated about a delayed money transfer, requiring human review",llm_judgment
980606,"@AmazonHelp Hello. It’s ok, they have emailed now to say they will refund the money. Thank you for all your help.",@352512 No problem. I'm glad they have gotten back to you. ^PK,general_feedback,0.96,"The user expresses gratitude and acknowledges a refund, which fits general feedback and thanks.",@User You're welcome! Glad to hear the refund is on its way. Let us know if you need anything else. ^AM,"@AmazonHelp Ok, thank you for your help. ||| @AmazonHelp Hello can you help me with a delivery? ||| @AmazonHelp Thank you for your help",True,Thread already has 20 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
456606,"@AmazonHelp No. One USPS, one UPS. Today’s has been sitting in Orlando since 6am this morning. I would have gone and picked it up if I’d known.",@223429 Have you received any e-mails regarding a delay in receiving your order? What is the current tracking status showing on your order? ^JS,delivery_delay,0.94,"The user reports a package delayed and stuck in a location, indicating a delivery delay issue.",@YourHandle Sorry to hear about the delay. Please share your carrier feedback here so we can look into it: https://t.co/hApLpMlfHN ^GM,@AmazonHelp 7 are USPS and two are UPS. ||| @AmazonHelp USPS ||| @AmazonHelp USPS,True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
27385,"@120474 the site keeps saying this for the Brighton tickets, any reason? I'm only trying to buy 2? https://t.co/uRU6WEfmPu",@121998 Please reach out here so we can check this for you https://t.co/FWAYmjpWES  ^KM,general_inquiry_and_error,0.92,User reports a site error while trying to purchase tickets and asks for an explanation.,@120474 Apologies for the trouble. Have you tried a different browser or device to purchase the Brighton tickets? Let us know if it’s still happening. ^TP,Grrr ... @120474 I had tickets for @124708 then your site times and then I get a 404 when trying to buy them! #UpTimeFail ||| @120474 Brighton keeps saying I have exceeded number of tickets. I’m asking for two! Help. ||| @120474 @263821 Keeps saying the number of tickets you have selected is not available!!!,False,Standard ticket purchase error can be addressed with templated troubleshooting.,llm_judgment
1733116,"@AmazonHelp Hey @amazonhelp Alexa just clueless on world presidents, has the president of Vietnam 🇻🇳 wrong now #smh",@317179 Thanks for letting us know! We'd like to look into this! What is the question you're asking and what is Alexa's response? ^TK,general_inquiry_and_error,0.86,"User reports Alexa gave incorrect information about a world president, indicating a product error.",@[YourHandle] Sorry to hear Alexa gave you the wrong info on Vietnam’s president. Please DM us with details so we can investigate further. ^AR,"@AmazonHelp Hey @AmazonHelp
What about my feedback ||| @AmazonHelp Hey fools where is my fone... ||| @AmazonHelp please do. smh",True,Thread already has 3 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
2308907,@AmazonHelp Nothing. She sounded clueless. Kept asking me the same thing over and over.,@669708 I would like someone from my team to look into this more with you. Please fill out your details here: https://t.co/hQqhGUo6d5 and someone will be in contact with you. ^AY,customer_service_complaint,0.94,The user complains about an unhelpful support representative who repeated questions.,I’m sorry about the experience. Please share your order or account details via DM here: https://t.co/GIJyeYqKE0 and I’ll look into it. ^SG,Both airtel and @115850 seem clueless. https://t.co/8pConT9Qx6 ||| @AmazonHelp some issues are always kept as unresolved. Either it is incapability or unwillingness. ||| the @amazonhelp queue is clueless on Amazon Household,True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
2338831,"@115821 STILL NOT RECEIVED MY BOOK. I WOULD LIKE A REFUND PLEASE. ORDER PENDING SINCE JUNE 19th, 2017 https://t.co/pagtQwyUf8",@676575 Hi sorry to hear this. What is the current tracking on your order. You can check here https://t.co/aaDyEz1VgE ^CR,order_status_and_payment,0.92,"Customer reports a pending, undelivered order and requests a refund, fitting order status and payment issues.","@115821 Apologies for the delay with your book. To process a refund, please DM us your order details or reach out through our support portal: https://t.co/vlvfJr4nN9",@AmazonHelp June 13 2017 .. order #702-2101109-5837033 ||| @115821 not received yet. https://t.co/yNzI7kdDvF ||| @115821 not received yet. https://t.co/yNzI7kdDvF,True,Refund request for a very old undelivered order may exceed standard policy,llm_judgment
1015577,@AmazonHelp I didn't buy these through Amazon lounge I bought them through https://t.co/r0zY9wFxuI so im not sure what Amazon lounge tickets are like,"@360291 To make sure you get the most accurate info, please contact the venue directly here: https://t.co/nBmTmbqPEX ^NM",media_link_submission,0.88,"User supplies a URL to clarify purchase source, fitting the media/link submission intent",I’m sorry for the confusion. Please DM us with your order details or contact us via https://t.co/JzP7hlA23B so we can look into this for you.,"@AmazonHelp I cannot, I Will Not, I Have
Not, and I should not... Buy anything
Anywhere Else, But #Amazon! 💜👍🤣🌈💪 ||| @120474 @121890 Now saying I can't buy 2 tickets as is over allowance, I haven't bought any yet! Why can't I get these tickets? ||| @AmazonHelp No I didn't",True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
1246887,"@AmazonHelp Uhhh, I ordered printer ink? https://t.co/MDiMnbMVxB",@412537 I'm sorry for the mix-up! Please visit us here to review our available options: https://t.co/Iu0RbDBbMB ^WT,media_link_submission,0.78,"The user includes a link to support their inquiry, matching the Media or Link Submission intent.",Sorry to hear about the confusion with your printer ink order. Please DM us your order number so we can look into it for you. ^AJ,"@AmazonHelp no for a printer ||| My first truly horrible @115821 experience. Ordered printer- right box, wrong printer. Seller bait &amp; switch? @AmazonHelp was little help. Didn't even open it further. :( https://t.co/yhXLrgrf3K ||| 2 months after buying @40241 printer from @115850 I am still not allowed to register the product. Can you help. Now printer not working",False,Standard order inquiry can be addressed with templated response,llm_judgment
1936478,@115821 please pay attention for shipping to Puerto Rico. We have no Power. Need my inverter which was order since Saturday. Begging You.,@576125 I understand your concern. We'd like to look into this with you in real-time. Please contact us here:  https://t.co/hApLpMlfHN ^SK,delivery_delay,0.86,"Customer is requesting urgent shipping for an inverter ordered Saturday, indicating a delivery delay issue.",@115821 I'm sorry for the delay—understand how important the inverter is. Please DM us your order number and shipping address so we can look into the delivery to Puerto Rico.,@115821 Why i can't Pay with Paypal?!? ||| @115821 Why do I pay for prime again??🤔 ||| @115821 why do I pay for 2 day shipping and it's going on 4 days.,True,"Customer is highly frustrated with a delayed urgent shipment to Puerto Rico, requiring human review.",llm_judgment
843524,"@AmazonHelp Not sure if it's damaged inside, I had to leave before I could check. I suspect not, just quite disappointed with the quality of the box","@320577 Apologies, please let us know if there are any issues. You can submit more packaging feedback here too: https://t.co/fxgZ6hTrFA. ^JJ",general_feedback,0.85,"User is expressing disappointment about the product's box quality, which fits general feedback.",@User Sorry to hear the box didn’t meet expectations. Please DM us with your order details so we can look into it further. ^GD,@AmazonHelp Sure. ||| @AmazonHelp Sure is. ||| @AmazonHelp Sure mate.,True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
376811,"Yo amazon where is my package 👀  if it's ""on time"" https://t.co/CgV1M8QkF0","@205399 I'm sorry, have we missed your delivery date? ^AM",order_status_and_payment,0.78,"User is asking to locate their package and verify if it is on time, which relates to checking order status",@[username] Sorry for the delay! Please check the expected delivery date for your order here: https://t.co/Y5jpI9gRhE ^AB,"WHERE IS MY AMAZON PACKAGE?! ||| Where is my amazon package?! HUH!? ||| Amazon, where you at with my package?😫",False,Standard order status inquiry can be handled automatically.,llm_judgment
958170,@AmazonHelp  https://t.co/RXlFU2LTol,"@347350 To clarify, was the order not received? ^GG",media_link_submission,0.93,User includes a link to submit media for support,Thanks for sharing the link. Please DM us or contact our support team here so we can look into it: https://t.co/jzvkhdlrK5 ^EP,@AmazonHelp  https://t.co/xBvXsW57AJ ||| @AmazonHelp  https://t.co/FxctltgoKH ||| @AmazonHelp  https://t.co/to8C9ie2JV,True,Thread already has 4 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
1524024,@AmazonHelp well it's still not here.,"@473473 Deliveries can be made until 21:00. Please, still keep us posted! ^JE",delivery_delay,0.82,"The user says the item is still not arrived, indicating a delivery delay issue.",@User I’m sorry your order still hasn’t arrived. Please DM us your order number or use this link to chat so we can investigate: https://t.co/hApLpMlfHN ^BL,@AmazonHelp No ||| @AmazonHelp Done. ||| @AmazonHelp Done,True,Thread already has 10 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,repeated_complaint
