customer_tweet_id,intent_id,drafted_reply,escalate,escalation_reason,nn_similarity
380161,unclassified_nn,"@240975 As mentioned earlier, we haven't received your details. Kindly share them through the secured link mentioned above by my colleague 'HR' and we'll get back to you with an update. ^AU",False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.4661710605501611
389902,unclassified_nn,"@243148 Al enseñarle a Harry P. sobre ""Occlumency"" para así usarlo en contra de Voldemort. 🌟 Eric comentanos por medio del siguiente enlace, si fueras uno de estos personajes ¿cuál súper poder te gustaría tener? https://t.co/3VbbUbYsSx ❤️  ^FZ",True,Thread already has 4 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.49598564653491245
390011,unclassified_nn,@214484 We've responded to your query here: https://t.co/9GbTvFcj2A. Kindly check. ^PS,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.8859513822274732
423998,unclassified_nn,"@243715 N’ayant pas accès à votre compte sur Twitter, je vous invite à contacter notre SAV via le lien suivant : https://t.co/qzuu0dgDXz
^MD",False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.49909248683344076
468192,unclassified_nn,@211234 Thanks for sharing the love! We love you too! 💗😁 ^KN,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.3988793573172736
481607,unclassified_nn,@728156 Awesome sauce! We hope you enjoy! ^GP,True,Thread already has 4 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.8453360774908313
491382,unclassified_nn,"@154677 Lamento el contratiempo, Alex. ¿El pedido fue enviado por Amazon o un vendedor en nuestra página? ^JQ",True,Thread already has 4 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.5015464489653374
494830,unclassified_nn,"@691154 Nico, las retenciones tardan de 7 a 10 días laborables en ser liberado por tu banco. De igual manera puedes ponerte en contacto con nuestro servicio de Atención al cliente por medio del siguiente enlace para que te brinden asistencia: https://t.co/vTmdl3jkoG ^FZ",True,Thread already has 8 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.4017462818592962
516690,unclassified_nn,"@236969 En el siguiente enlace vas a poder ver las opciones de reembolso reemplazo del producto: https://t.co/QubmvDuXpQ
^DS",False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.9231259243651089
517693,unclassified_nn,"@144977 I’m sorry about this experience, Arun. Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. ^MK",False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.5339298260345691
539825,unclassified_nn,@512984 Taking photos allows customers to see that packages were delivered and to where. Learn more here:https://t.co/O97ga4tbYZ ^ZW,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.45103499970916167
544436,unclassified_nn,@478523 us know what went wrong so we can assist you accordingly. 2/2 ^SH,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.3947364877394568
550535,unclassified_nn,"@480669 I'm sorry to hear this! Without sharing personal account information, could you let us know what happened? ^TH",False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.5705741921486405
574505,unclassified_nn,"@249059 Thanks for confirming that, Robert! What information or options were you provided when you contacted us? Keep us posted! ^CS",True,Thread already has 3 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.5832267988428974
592052,unclassified_nn,"@474646 Truly sorry for any inconvenience caused, we're here to help! With Twitter, we're unable to access account or order information. When you have a chance, please reach us in real time via phone/chat here: https://t.co/hApLpMlfHN so that we may explore options. ^JE",True,Thread already has 4 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.45538622875793994
48914,unclassified_nn,"@330907 The shipping options offered are from when the order ships, not when the order is placed, and doesn't include order processing time. For example, it will take two business days after an item ships to reach you with Two-Day Shipping. Hope this helps! ^NN",False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.4239022453536051
665196,unclassified_nn,"@31143 I'm sorry! To confirm, is drop-in enabled for these devices? Have you contacted us about this: https://t.co/hApLpMlfHN? ^SB",False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.4813982090430644
665421,unclassified_nn,"@130714 We cannot check accounts here, Sam. Can I ask has our emails been directed to your spam/junk folder please?^GA",True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.5198145838879341
673225,unclassified_nn,"@159037 Just to confirm, have you dropped in your details using the link provided by ^AS ? We'd like to have a look into it. ^AB",True,Thread already has 4 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.8602314934885428
673225,unclassified_nn,"@159037 Just to confirm, have you dropped in your details using the link provided by ^AS ? We'd like to have a look into it. ^AB",True,Thread already has 4 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.8602314934885428
751715,unclassified_nn,"@228722 I am sorry to see this - we do aim to meet the delivery date provided in the order confirmation email, but sometimes we do need to allow extra time for deliveries to complete  ^TD",False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.4231763200313449
784074,unclassified_nn,@116611 Hmm.... Let's take a closer look into what's going on here: https://t.co/jzvkhdlrK5 ^ML,True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,1.0
787575,unclassified_nn,"@241587 I'm really sorry to hear about the poor experience! Without posting any account details, can you please let us know what's going on? ^BV",False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.47055517116822
789291,unclassified_nn,@258459 You will have to watch 5 movies or TV shows to be eligible for the contest. ^SQ,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.8022296985918463
900380,unclassified_nn,"@285794 Considering that the phone has launched recently and only available on flash sale, we do not have any information on the availability of exchange offer. ^MN",False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.6136414674379864
965814,unclassified_nn,"@136635 As a large envelope? We do not have a shipment number with this delivery method. Tracing is therefore possible neither in ""Your Account"" on our website nor on the Deutsche Post website. ^MI",False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.5129717384645098
965814,unclassified_nn,"@136635 As a large envelope? We do not have a shipment number with this delivery method. Tracing is therefore possible neither in ""Your Account"" on our website nor on the Deutsche Post website. ^MI",False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.5129717384645098
976763,unclassified_nn,@340983 You can download an invoice from your Amazon.in account. You may use the link here: https://t.co/r3mxli0q9I. ^GS,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.48436115262076807
976763,unclassified_nn,@340983 You can download an invoice from your Amazon.in account. You may use the link here: https://t.co/r3mxli0q9I. ^GS,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.48436115262076807
998043,unclassified_nn,"@199335 If you've shared the required details on the link provided earlier, we'll check this and get back with an update. ^YP",True,Thread already has 4 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.6797227418507827
1009219,unclassified_nn,"@434862 Siempre seguirás recibiendo los correos relacionados con tus compras, cuenta o servicios que hayas adquirido ^AR",True,Thread already has 3 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.5763851762215972
1027557,unclassified_nn,@340148 I have cross-checked and can see that this already available on the Amazon Prime video app. Request you to check. ^NK,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.7054082241272016
1032368,unclassified_nn,@123963 We have sent a correspondence to your registered email ID. Request you to check and reply for further assistance. ^SB,True,Thread already has 3 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.7140724774152772
1053455,unclassified_nn,@277881 I get your concern about the invoice. Apologies for the stretch. We're working on your concern and we'll get back to you with an update at earliest. Appreciate your understanding &amp; patience in this regard. ^SV,True,Thread already has 6 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.5779627509465425
1080286,unclassified_nn,@691777 I'm sorry to hear this Connor but we are here to help. Looks like it was ordered with a marketplace seller. Have you contacted the seller about this? ^KK,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.5101490393828867
1086042,unclassified_nn,@171589 Sorry about this. Please leave feedback here: https://t.co/fxgZ6hTrFA to avoid this happening again ^KM,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.5142497730552981
1112597,unclassified_nn,"@368325 la date affichée, est estimative, dès que nous aurons plus de précisions sur les délais, il y aura une mise à jour de la date",True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,1.0
1118575,unclassified_nn,"@805429 That's not what we like to see! Are the contents of the package ok? So we can best help you, will you confirm the carrier listed here: https://t.co/Y5jpI9gRhE? ^CS",False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.4725199278562926
1123660,unclassified_nn,"@415246 As we're unable to view your account via Twitter,pls contact here:https://t.co/JzP7hlA23B so we can look into this.^KM",False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.4461622136769733
1133988,unclassified_nn,"@728154 ""Elementar, meu caro Watson"" Rs rs rs. Sherlock Holmes é inigualável Joelson! 😂📚❤️ ^JJ",True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.6612378115686481
1137388,unclassified_nn,"@672173 Could you confirm receiving a correspondence from our social media team? If not, kindly resubmit the details here: https://t.co/beaaDm0muc and we'll contact you. ^GK",True,Thread already has 7 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.557512084625109
1215475,unclassified_nn,@162522 We haven't received your details yet. Please fill the form provided earlier and we'll get back to you. ^SI,True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.38296114140149873
1252062,unclassified_nn,@118829 Can you confirm the delivery date provided in your order confirmation email? It can be viewed here: https://t.co/1aMUiU8Rcg ^LA,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.7437538494522811
1264581,unclassified_nn,@169505 Apologies for the unpleasant experience. We'll work on your feedback and improve our services for the future. ^ZH,True,Thread already has 4 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.9503032205898251
1276147,unclassified_nn,@333059 Uh oh! Did you have the chance to contact us through the link previously provided? ^HC,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.7796650314432276
1279828,unclassified_nn,@284669 That's what we love to hear! We're so happy. ^MD,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.5506404131125335
1279828,unclassified_nn,@284669 That's what we love to hear! We're so happy. ^MD,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.5506404131125335
1327797,unclassified_nn,@491046 The exchange offers are provided by our sellers. The exchange amount mentioned currently is the best we can offer. ^ZH,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.40901622383327724
1337173,unclassified_nn,"@120322 W/o posting personal info, what is the issue with the orders? What was advised when you contacted? ^PK",True,Thread already has 10 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.6979700039385162
1347621,unclassified_nn,@148456 Seems to be some connectivity error. Kindly connect with us here: https://t.co/vlvfJr4nN9 ^SG,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.4465766558963994
1358061,unclassified_nn,"@156937 ¡Hola, Jose Efrain! Lamentamos las molestias ocasionadas.
Te recomendamos contactar con nuestro Servicio al Cliente a través del siguiente enlace que no te va a pedir iniciar sesión: https://t.co/J7JhV0UADH ^LC",False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.6499459706868548
1380709,unclassified_nn,@800866 Hello! Without posting account information can you tell us more about the issue you're having? We'll be glad to help!^CN,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.6483373837268231
1412451,unclassified_nn,@333291 Sorry for the delayed response! Have you been able to contact UPS about the status of your order? ^NM,True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.609434829858423
1421287,unclassified_nn,@815986 Sorry for the wait! Have we missed your estimated delivery date provided here: https://t.co/aaDyEz1VgE ? ^TH,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.40582417733536946
1421287,unclassified_nn,@815986 Sorry for the wait! Have we missed your estimated delivery date provided here: https://t.co/aaDyEz1VgE ? ^TH,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.40582417733536946
1438578,unclassified_nn,"@157517 ¡Hola! Nos alegra leer este tipo de comentarios 🙊🎄 Cuéntanos, ¿qué has comprado? ^LC https://t.co/6vxTX8Gg7b",False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.4054911889720847
1450083,unclassified_nn,@341369 Our page is visible to the public. ^SU(3/3),False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.6619965140749756
1450083,unclassified_nn,@341369 Our page is visible to the public. ^SU(3/3),False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.6619965140749756
1450093,unclassified_nn,"@481484 Avez-vous contacté notre SAV pour leur faire part de la situation?
^MD",False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.48951118133340893
206052,unclassified_nn,"@185733 Please do not worry, we're working on the issue. ^HN",True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.5815650300050401
206052,unclassified_nn,"@185733 Please do not worry, we're working on the issue. ^HN",True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.5815650300050401
1501788,unclassified_nn,@677429 Does the tracking say delivered or attempted delivery? ^PK,True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.7927378430524669
1509873,unclassified_nn,@192333 Thanks a bunch for keeping us posted. We appreciate the gesture. ^CB,True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.6646214197328472
1547885,unclassified_nn,@664355 I'm so sorry for the delay! What's the current tracking and carrier shown here: https://t.co/Y5jpI9gRhE? ^AG,True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.418259277629772
1591751,unclassified_nn,@663167 Thank you for confirming. Reach us via phone or chat so we can address your feedback and provide additional delivery details for the courier: https://t.co/JzP7hlA23B Let us know if we can help with anything else! ^KN,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.4339247173933589
1596991,unclassified_nn,"@799758 Je comprends, mais malheureusement nous n'avons aucune possibilité de nous aligner sur le nouveau prix. ^ARC",True,Thread already has 6 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.5152876042378663
1603748,unclassified_nn,@497676 What does your tracking show: https://t.co/ijxJ9jCwr9? Has your order missed the delivery date?  ^AF,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.44862455961163084
1616069,unclassified_nn,@131416 Hello! Where did the carrier leave your parcel? Were you at home during the time of delivery?^CN,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.5336342953722818
1619384,unclassified_nn,"@356370 We can't judge that. However, I'll ensure to share your comments internally for a review. ^CB",True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,1.0
1632182,unclassified_nn,"@545613 Você não perderá os eBooks comprados na outra conta, mas só poderá ler eles se registrar o Kindle nessa conta. (2/2) ^CR",True,Thread already has 13 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.599474704853815
1686803,unclassified_nn,"@698903 We're not able to view account details via Twitter. Please, do reach out here to leave carrier feedback: https://t.co/hApLpMlfHN ^JE",False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.46835707360781953
1727742,unclassified_nn,"@706890 I'm so sorry your order wasn't left at your safe place, Mark! We'd like to look into this for you and make sure this is reported to the courier. In order for us to do so, please reach out to us here: https://t.co/JzP7hlA23B. ^WJ",False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.42535024252078757
1727742,unclassified_nn,"@706890 I'm so sorry your order wasn't left at your safe place, Mark! We'd like to look into this for you and make sure this is reported to the courier. In order for us to do so, please reach out to us here: https://t.co/JzP7hlA23B. ^WJ",False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.42535024252078757
900380,unclassified_nn,"@285794 Considering that the phone has launched recently and only available on flash sale, we do not have any information on the availability of exchange offer. ^MN",False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.6136414674379864
1892141,unclassified_nn,@439218 I'm sorry for the frustration! Can you link us to the item(s) you're trying to order? ^KN,True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.40219157069326017
1943808,unclassified_nn,@219483 Le service client prendra le relais pour investiguer les circonstances de cette livraison ^KD,True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.49888139179394475
1949925,unclassified_nn,@139244 Gerne! :) ^SI,True,Thread already has 6 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.7446196846518874
2003801,unclassified_nn,@158470 We're happy to look into this with you at the link ^JJ provided. ^LB,True,Thread already has 6 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.4336746764717747
2009964,unclassified_nn,@739087 😐! ^NP https://t.co/SK7rCkSl7J,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.4681281722936942
2017562,unclassified_nn,@336509 You'd need to check with your bank in order to increase the limit on your account. ^EM,True,Thread already has 6 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.5274911807758019
2089249,unclassified_nn,@228149 were you sent vouchers from https://t.co/nUUp5MLhYl for some reason? ^AS,True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.46266258964015783
2113563,unclassified_nn,@687525 😟 Makes me sad to see this. How do you reckon we make the big guy feel better? I recommend these:https://t.co/r8o8gA2qDl ^CR,True,Matched hard escalation rule: account_security,0.4826881319940811
2128505,unclassified_nn,@120264 Request you to reply to the email correspondence which we have sent to your registered email id. We'll look into it. ^SB,True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.8868555061672979
2128505,unclassified_nn,@120264 Request you to reply to the email correspondence which we have sent to your registered email id. We'll look into it. ^SB,True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.8868555061672979
2137416,unclassified_nn,@219965 Danke für die Rückmeldung. Leider haben wir über Twitter keine Einsicht in deine Bestellung. Aber die Kollegen sind auch per Mail zu erreichen und sie werden sich bei dir melden. Liebe Grüße ^TA,True,Thread already has 4 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.5099819406902688
2137416,unclassified_nn,@219965 Danke für die Rückmeldung. Leider haben wir über Twitter keine Einsicht in deine Bestellung. Aber die Kollegen sind auch per Mail zu erreichen und sie werden sich bei dir melden. Liebe Grüße ^TA,True,Thread already has 4 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.5099819406902688
2137416,unclassified_nn,@219965 Danke für die Rückmeldung. Leider haben wir über Twitter keine Einsicht in deine Bestellung. Aber die Kollegen sind auch per Mail zu erreichen und sie werden sich bei dir melden. Liebe Grüße ^TA,True,Thread already has 4 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.5099819406902688
2139211,unclassified_nn,@227287 I'm sorry for the unpleasant experience. Could you let me know your concern so that I can assist you accordingly? ^AU,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.5151775328248496
2152570,unclassified_nn,"@119965 Sorry for the hassle. Could you please confirm, if you've reported this to our support team from the link shared earlier?^HN",True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.5024935682633734
2152570,unclassified_nn,"@119965 Sorry for the hassle. Could you please confirm, if you've reported this to our support team from the link shared earlier?^HN",True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.5024935682633734
2154190,unclassified_nn,"@209609 Bonjour, afin de vérifier, je vous prie de me communiquer le lien vers l'article en question, SVP!^FT",True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.4246233409200751
2176620,unclassified_nn,@330633 Can you provide us with a little more information about the error message you're seeing? ^AR,False,No hard-rule keyword match; simple baseline has no other escalation logic.,0.5252567668355523
2241909,unclassified_nn,@404627 and send us the details using the link provided by 'MO' and I will look into the issue right away. (2/2)^SF,True,Thread already has 2 prior turns — repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.,0.5744516406625138
