customer_tweet_id,groundedness,helpfulness,tone_fit,correctness,notes,overall
969225,1,1,1,1,The drafted reply is invalid as it only contains 'nan'.,1.0
417541,1,1,1,1,The drafted reply is empty or invalid ('nan') and fails all evaluation criteria.,1.0
318086,1,1,1,1,The drafted reply is empty or invalid ('nan') and provides no assistance.,1.0
848111,1,1,1,1,The drafted reply is invalid as it only contains 'nan'.,1.0
1363561,1,1,1,1,The drafted reply is invalid as it only contains 'nan'.,1.0
28411,1,1,1,1,The drafted reply is invalid as it only contains the text 'nan'.,1.0
1021626,1,1,1,1,"The drafted reply is 'nan', which provides no assistance or valid response.",1.0
191554,5,1,1,1,"The drafted reply is empty or invalid ('nan'), providing no assistance to the customer.",2.0
446823,1,1,1,1,The drafted reply is invalid as it only contains the text 'nan'.,1.0
206023,1,1,1,1,The drafted reply is invalid (nan) and provides no assistance.,1.0
1850521,5,1,1,1,The drafted reply is invalid (nan) and provides no assistance to the customer.,2.0
2760866,5,1,1,1,The drafted reply is invalid ('nan') and provides no assistance.,2.0
2289818,1,1,1,1,The drafted reply is invalid as it only contains 'nan'.,1.0
982969,1,1,1,1,The drafted reply is invalid as it only contains 'nan'.,1.0
644773,1,1,1,1,The drafted reply is invalid as it only contains the text 'nan'.,1.0
2205103,1,1,1,1,The drafted reply is invalid as it only contains 'nan' and fails to address the customer's query.,1.0
2387973,1,1,1,1,The drafted reply is invalid as it only contains 'nan'.,1.0
2747109,1,1,1,1,"The drafted reply is empty or invalid ('nan'), failing all criteria.",1.0
2176251,1,1,1,1,The drafted reply is invalid as it only contains the text 'nan'.,1.0
2198914,5,1,1,1,The drafted reply is invalid (nan) and provides no assistance to the customer.,2.0
2734339,1,1,1,1,The drafted reply is invalid as it only contains 'nan'.,1.0
2747166,1,1,1,1,The drafted reply is invalid (nan) and provides no assistance.,1.0
1986965,5,1,1,1,The drafted reply is 'nan' and fails to provide any assistance to the customer.,2.0
727840,5,1,1,1,The drafted reply is invalid as it only contains the text 'nan'.,2.0
1584499,1,1,1,1,The drafted reply is invalid as it only contains the text 'nan'.,1.0
2360519,5,1,1,1,The drafted reply is invalid as it only contains the text 'nan'.,2.0
971027,1,1,1,1,The drafted reply is invalid ('nan') and provides no assistance.,1.0
451950,5,1,1,1,The drafted reply is invalid as it only contains 'nan'.,2.0
2634815,1,1,1,1,The drafted reply is invalid as it only contains 'nan'.,1.0
117888,1,1,1,1,The drafted reply is invalid as it only contains the text 'nan'.,1.0
2151886,1,1,1,1,"The drafted reply is empty or invalid ('nan'), providing no support to the customer.",1.0
279520,1,1,1,1,The drafted reply is empty or invalid ('nan').,1.0
2600164,5,1,1,1,The drafted reply is invalid ('nan') and provides no assistance to the customer.,2.0
1568788,3,1,1,3,The drafted reply contains no actual text and fails to provide any assistance.,2.0
2159712,5,1,1,1,The drafted reply is invalid as it contains 'nan' and fails to address the customer.,2.0
422266,1,1,1,1,The drafted reply is invalid as it only contains the text 'nan'.,1.0
2055540,5,1,1,1,The drafted reply is invalid ('nan') and provides no assistance to the customer.,2.0
1201926,1,1,1,1,The drafted reply is empty or invalid ('nan').,1.0
210366,5,4,5,5,"The drafted reply provides a standard, secure support link to help with blocked privileges.",4.75
2862098,5,1,1,1,The drafted reply is invalid (nan) and provides no assistance to the customer.,2.0
341586,5,1,1,1,The drafted reply is invalid as it only contains the text 'nan' instead of a proper support response.,2.0
256620,5,5,5,5,"The drafted reply is empathetic, provides a clear actionable next step via a secure link, and aligns well with standard support practices.",5.0
1522616,5,4,5,4,"The drafted reply is empathetic and suggests helpful troubleshooting steps, aligning well with support standards.",4.5
359510,5,5,5,5,"The drafted reply is helpful, polite, matches the agent's signature style, and safely directs the user to a secure link.",5.0
1243778,5,5,5,5,The drafted reply properly moves the sensitive verification conversation to a private channel while matching the brand's tone.,5.0
2891906,5,5,5,5,"The drafted reply appropriately offers a direct message for assistance, though the customer name was incorrectly inferred as Rafa instead of Braga.",5.0
2104290,1,1,1,1,The drafted reply is invalid as it contains only the string 'nan'.,1.0
1086026,1,1,1,1,The drafted reply is empty or invalid ('nan').,1.0
1078455,1,1,1,1,The drafted reply is invalid (nan) and provides no assistance.,1.0
985045,1,1,1,1,The drafted reply is invalid ('nan') and fails all criteria.,1.0
380422,1,1,1,1,The drafted reply is invalid as it only contains the text 'nan'.,1.0
1431409,1,1,1,1,The drafted reply is invalid as it only contains the string 'nan'.,1.0
288322,1,1,1,1,The drafted reply is invalid as it only contains the text 'nan'.,1.0
2318037,1,1,1,1,The drafted reply is invalid as it only contains the text 'nan'.,1.0
1042299,1,1,1,1,The drafted reply is invalid as it only contains the text 'nan'.,1.0
111820,1,1,1,1,The drafted reply is invalid as it only contains the text 'nan'.,1.0
785479,1,1,1,1,The drafted reply is invalid as it contains only the string 'nan'.,1.0
