"customer_tweet_id","customer_text","gold_brand_reply","intent_id","intent_confidence","intent_rationale","drafted_reply","grounding_examples","escalate","escalation_reason","escalation_source"
"2287516","@AmazonHelp Web browser","@664621 Your cart will be in the upper right-hand corner. See screenshot and let us know if you need any further assistance. ^AM https://t.co/4vyUUlr3gM","general_inquiry_and_error","0.8","User mentions AmazonHelp and a web browser, indicating a general inquiry or issue with the Amazon website.","Please let us look into this further by using this link: https://t.co/hApLpMlfHN","@AmazonHelp Anything with a web browser ||| @AmazonHelp It is the web browser version I?m on ||| @AmazonHelp I also tried using web browser https://t.co/Kt4FqRuvIF","True","Thread already has 2 prior turns ? repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.","repeated_complaint"
"398716","@AmazonHelp Ah bah merci ????","@210299 Je vous en prie, bonne soir?e :) ^FT","general_feedback","0.97","User is expressing thanks in a casual manner.","Je vous remercie. ^SB","@AmazonHelp Ah oki merci ?? ||| @AmazonHelp Ah ben c'est sympa ?a. Merci. ||| @AmazonHelp Ah cest pour ?a, merci","True","Thread already has 2 prior turns ? repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.","repeated_complaint"
"2344015","@AmazonHelp Each time I called I was asked to give land marks to my location to help the driver find my house...this didn't help and still no parcel","@677894 Were all 5 deliveries handled by the same Courier? You can find out under order details, from here:  https://t.co/aaDyEz1VgE ^CH","delivery_delay","0.85","Customer reports a parcel that has not yet arrived despite attempts to help the driver find the address.","@AmazonHelp We?re sorry you still haven?t received your parcel. Please DM us your order number so we can investigate and help get it to you.","@AmazonHelp I've done that last time. Didn't help. ||| @AmazonHelp I didn't get Any help , ||| @AmazonHelp I already did that and it didn't help.","True","Thread already has 6 prior turns ? repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.","repeated_complaint"
"2733972","@118919 is there any offer for first time purchase user on ur website or app?","@385304 We do not have any offer for the first time purchase. However, there are many sales and deals available on daily basis. Stay tuned to the website for more updates. ^PR","other","0.6","Question about offers for first-time buyers, not covered by defined intents.","@118919 Hi, we do have first?time purchase offers on both our website and app. Check the ?Deals? section or let us know if you?d like help applying a promo code.","@115850 100% Cashback and iPhone8 offer on recharge is App only offer or website offer also ||| @118919 ||| @115850 Komparify new user 25% Cashback offer over?","False","Standard policy question about offers, no frustration or money decision","llm_judgment"
"549482","@AmazonHelp For Tunein, response is: ?I could not find?, for AnyPod ?I have not heard of?, but I see it here: https://t.co/xTnsUifcJ5","@247944 We'd like to look into this more closely and try some troubleshooting with you. When you have a moment, please contact us here: https://t.co/hApLpMlfHN ^SB","media_link_submission","0.9","Customer is providing an external link to support their inquiry.","Thanks for sharing that link. To look into this we?ll need a few more details?please DM us or reach out via chat or phone: https://t.co/vlvfJr4nN9. We?ll follow up as soon as we can.","@AmazonHelp never heard from them :( ||| @AmazonHelp I have, not heard anything back! ||| @AmazonHelp Have heard nothing back?","True","Thread already has 2 prior turns ? repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.","repeated_complaint"
"1263964","@AmazonHelp Have tried to get your contact centre tonrevert..  But call gets disconnected by stating the order is not found","@415994 We?ll sort this for you.  2/2 ^SB","customer_service_complaint","0.92","Customer reports call disconnects and order not found, indicating frustration with customer service.","@AmazonHelp I'm sorry to hear your calls are getting disconnected. Please share your order details here: https://t.co/GIJyeYqKE0 and we?ll look into it. ^SB","@AmazonHelp Have tried to get your contact centre tonrevert..  But call gets disconnected by stating the order is not found ||| @AmazonHelp Tried you call centre,  she don't have any solution. ||| @AmazonHelp I tried to reach by link however call disconnected","True","Thread already has 2 prior turns ? repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.","repeated_complaint"
"1562456","@AmazonHelp You call me at this number 9826745404 Full Problem tab you will understand ... please call Thank you","@450218 Please don?t provide your details here as we consider them to be personal information. Our page is visible to public. ^GS","other","0.9","Customer is requesting a phone call, which does not match any of the predefined intent categories.","@450218 We?re unable to call you from Twitter. Please reach out via the secure link in your Amazon Help page or send a direct message with the details for further assistance.","@AmazonHelp You call me at this number 9826745404 Full Problem tab you will understand ... please call Thank you ||| @AmazonHelp You call me at this number 9826745404 Full Problem tab you will understand ... please call Thank you ||| @AmazonHelp You call me at this number 9826745404 Full Problem tab you will understand ... please call Thank you","True","Thread already has 2 prior turns ? repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.","repeated_complaint"
"944288","@115850 No confirmation received till now regarding delivery of my goods.","@343905 I'm sorry about the delay. Kindly share your details here: https://t.co/beaaDm0muc and I'll check this for you. ^GK","delivery_delay","0.9","Customer is inquiring about lack of delivery confirmation.","@115850 Apologies for the confusion. Please drop your details here: https://t.co/0tMJUecoz6 and we?ll connect with you. ^RB","@AmazonHelp confirmation of delivery.? (2/2) ||| @115850 till now i have no confirmation about order even though guaranteed delivery !! ||| @115850 Any support not received till now regarding my order return to AMAZON","False","Standard delivery delay query can be handled automatically.","llm_judgment"
"486635","@AmazonHelp Hello, I have checked with both neighbours and all possible safe places. Unfortunately I have been having trouble with @122232 delivering my parcels to the right address and on time!","@230806 Thank you for clarifying. I can definitely understand how frustrating this is! Have you contacted us directly to report this: https://t.co/JzP7hlA23B? ^DW","delivery_delay","0.92","The user reports problems with delivery timing and address correctness.","I'm sorry to hear your parcel hasn?t arrived. Could you please DM us your order number so we can look into this? ^JR","@115821 having trouble with my account ||| Anyone else?s @115833 ?having trouble understanding right now?? ||| @115830 I am having some trouble with a product! Can you help please?","True","Thread already has 2 prior turns ? repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.","repeated_complaint"
"421409","@AmazonHelp Thank you for your assistance","@215406 You're welcome. :) ^HR","general_feedback","0.95","Customer expresses gratitude","You're very welcome! Let us know if there's anything else we can help with!","@AmazonHelp Thank you ||| @AmazonHelp Thank you! ||| @AmazonHelp Thank you ??","True","Thread already has 5 prior turns ? repeated contact suggests the automated reply path hasn't resolved it and churn risk is elevated.","repeated_complaint"
