tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
1085,AmazonHelp,False,2017-10-15 11:57:00 +0000,That's not good to hear. Please DM us your order # and address so we can investigate a missing delivery. -Kai,,1084
1086,cust_1043,True,2017-10-16 12:01:00 +0000,"Someone used my account to place an order I didn't make, order #100043.",1087,
1087,AmazonHelp,False,2017-10-16 12:04:00 +0000,"This needs immediate attention -- please DM us right away, do not share your password, and we'll lock down the account. -Sam",,1086
1088,cust_1044,True,2017-10-17 13:08:00 +0000,"Can't log into my account, keeps saying wrong password even after reset.",1089,
1089,AmazonHelp,False,2017-10-17 13:11:00 +0000,Let's get this fixed -- please DM us the email on the account (not the password) so we can look into it. -Kai,,1088
1090,cust_1045,True,2017-10-18 14:15:00 +0000,"This is the third time my delivery for order #100045 is late, I'm considering canceling Prime.",1091,
1091,AmazonHelp,False,2017-10-18 14:18:00 +0000,I completely understand the frustration. Please DM order # so we can escalate this and make it right. -Ravi,,1090
1092,cust_1046,True,2017-10-19 15:22:00 +0000,"Just wanted to say the replacement for order #100046 arrived super fast, thanks!",1093,
1093,AmazonHelp,False,2017-10-19 15:25:00 +0000,"That's wonderful to hear, thanks for letting us know! -Kai",,1092
1094,cust_1047,True,2017-10-20 16:29:00 +0000,"I want to return item from order #100047, how do I start that?",1095,
1095,AmazonHelp,False,2017-10-20 16:32:00 +0000,You can start a return anytime from Your Orders > Return or Replace Items for order #100047. -Ravi,,1094
1096,cust_1048,True,2017-10-21 09:36:00 +0000,My package for order #100048 says delivered but I never got it.,1097,
1097,AmazonHelp,False,2017-10-21 09:39:00 +0000,That's not good to hear. Please DM us your order # and address so we can investigate a missing delivery. -Kai,,1096
1098,cust_1049,True,2017-10-22 10:43:00 +0000,"Someone used my account to place an order I didn't make, order #100049.",1099,
1099,AmazonHelp,False,2017-10-22 10:46:00 +0000,"This needs immediate attention -- please DM us right away, do not share your password, and we'll lock down the account. -Sam",,1098
1100,cust_1050,True,2017-10-23 11:50:00 +0000,"Someone used my account to place an order I didn't make, order #100050.",1101,
1101,AmazonHelp,False,2017-10-23 11:53:00 +0000,"This needs immediate attention -- please DM us right away, do not share your password, and we'll lock down the account. -Sam",,1100
1102,cust_1051,True,2017-10-24 12:57:00 +0000,"Just wanted to say the replacement for order #100051 arrived super fast, thanks!",1103,
1103,AmazonHelp,False,2017-10-24 12:00:00 +0000,"That's wonderful to hear, thanks for letting us know! -Kai",,1102
1104,cust_1052,True,2017-10-25 13:04:00 +0000,"Charged twice for order #100052, need a refund now.",1105,
1105,AmazonHelp,False,2017-10-25 13:07:00 +0000,Sorry about that! Please DM your order # and we'll verify and refund the duplicate charge within 3-5 business days. -Sam,,1104
1106,cust_1053,True,2017-10-26 14:11:00 +0000,The item I received for order #100053 is completely different from what I ordered.,1107,
1107,AmazonHelp,False,2017-10-26 14:14:00 +0000,"That's disappointing, sorry! Please DM order # and a photo so we can send a replacement or refund. -Ravi",,1106
1108,cust_1054,True,2017-10-27 15:18:00 +0000,My package for order #100054 says delivered but I never got it.,1109,
1109,AmazonHelp,False,2017-10-27 15:21:00 +0000,That's not good to hear. Please DM us your order # and address so we can investigate a missing delivery. -Kai,,1108
1110,cust_1055,True,2017-10-28 16:25:00 +0000,"This is the third time my delivery for order #100055 is late, I'm considering canceling Prime.",1111,
1111,AmazonHelp,False,2017-10-28 16:28:00 +0000,I completely understand the frustration. Please DM order # so we can escalate this and make it right. -Ravi,,1110
1112,cust_1056,True,2017-10-01 09:32:00 +0000,What's your return window for electronics bought in order #100056?,1113,
1113,AmazonHelp,False,2017-10-01 09:35:00 +0000,"Most electronics can be returned within 30 days of delivery, some exclusions apply. Check Your Orders for order #100056 specifics. -Ravi",,1112
1114,cust_1057,True,2017-10-02 10:39:00 +0000,My package for order #100057 says delivered but I never got it.,1115,
1115,AmazonHelp,False,2017-10-02 10:42:00 +0000,That's not good to hear. Please DM us your order # and address so we can investigate a missing delivery. -Kai,,1114
1116,cust_1058,True,2017-10-03 11:46:00 +0000,"Someone used my account to place an order I didn't make, order #100058.",1117,
1117,AmazonHelp,False,2017-10-03 11:49:00 +0000,"This needs immediate attention -- please DM us right away, do not share your password, and we'll lock down the account. -Sam",,1116
1118,cust_1059,True,2017-10-04 12:53:00 +0000,"Order #100059 still hasn't shipped after 6 days, what's going on?",1119,
1119,AmazonHelp,False,2017-10-04 12:56:00 +0000,"Sorry for the delay! I can see order #100059 is preparing for dispatch, it will ship within 24h. -Sam",,1118
1120,cust_1060,True,2017-10-05 13:00:00 +0000,"Someone used my account to place an order I didn't make, order #100060.",1121,
1121,AmazonHelp,False,2017-10-05 13:03:00 +0000,"This needs immediate attention -- please DM us right away, do not share your password, and we'll lock down the account. -Sam",,1120
1122,cust_1061,True,2017-10-06 14:07:00 +0000,"Charged twice for order #100061, need a refund now.",1123,
1123,AmazonHelp,False,2017-10-06 14:10:00 +0000,Sorry about that! Please DM your order # and we'll verify and refund the duplicate charge within 3-5 business days. -Sam,,1122
1124,cust_1062,True,2017-10-07 15:14:00 +0000,Is Amazon Prime video down right now? Can't stream anything.,1125,
1125,AmazonHelp,False,2017-10-07 15:17:00 +0000,We're seeing some reports of this -- our team is investigating. Try restarting the app in the meantime. -Kai,,1124
1126,cust_1063,True,2017-10-08 16:21:00 +0000,"Just wanted to say the replacement for order #100063 arrived super fast, thanks!",1127,
1127,AmazonHelp,False,2017-10-08 16:24:00 +0000,"That's wonderful to hear, thanks for letting us know! -Kai",,1126
1128,cust_1064,True,2017-10-09 09:28:00 +0000,"This is the third time my delivery for order #100064 is late, I'm considering canceling Prime.",1129,
1129,AmazonHelp,False,2017-10-09 09:31:00 +0000,I completely understand the frustration. Please DM order # so we can escalate this and make it right. -Ravi,,1128
1130,cust_1065,True,2017-10-10 10:35:00 +0000,How do I cancel order #100065? I ordered by mistake.,1131,
1131,AmazonHelp,False,2017-10-10 10:38:00 +0000,"No problem, you can cancel from Your Orders if it hasn't shipped yet for order #100065. If it already shipped, refuse delivery or return it. -Sam",,1130
1132,cust_1066,True,2017-10-11 11:42:00 +0000,The item I received for order #100066 is completely different from what I ordered.,1133,
1133,AmazonHelp,False,2017-10-11 11:45:00 +0000,"That's disappointing, sorry! Please DM order # and a photo so we can send a replacement or refund. -Ravi",,1132
1134,cust_1067,True,2017-10-12 12:49:00 +0000,Is Amazon Prime video down right now? Can't stream anything.,1135,
1135,AmazonHelp,False,2017-10-12 12:52:00 +0000,We're seeing some reports of this -- our team is investigating. Try restarting the app in the meantime. -Kai,,1134
1136,cust_1068,True,2017-10-13 13:56:00 +0000,"Someone used my account to place an order I didn't make, order #100068.",1137,
1137,AmazonHelp,False,2017-10-13 13:59:00 +0000,"This needs immediate attention -- please DM us right away, do not share your password, and we'll lock down the account. -Sam",,1136
1138,cust_1069,True,2017-10-14 14:03:00 +0000,Is Amazon Prime video down right now? Can't stream anything.,1139,
1139,AmazonHelp,False,2017-10-14 14:06:00 +0000,We're seeing some reports of this -- our team is investigating. Try restarting the app in the meantime. -Kai,,1138
1140,cust_1070,True,2017-10-15 15:10:00 +0000,The item I received for order #100070 is completely different from what I ordered.,1141,
1141,AmazonHelp,False,2017-10-15 15:13:00 +0000,"That's disappointing, sorry! Please DM order # and a photo so we can send a replacement or refund. -Ravi",,1140
1142,cust_1071,True,2017-10-16 16:17:00 +0000,"Can't log into my account, keeps saying wrong password even after reset.",1143,
1143,AmazonHelp,False,2017-10-16 16:20:00 +0000,Let's get this fixed -- please DM us the email on the account (not the password) so we can look into it. -Kai,,1142
1144,cust_1072,True,2017-10-17 09:24:00 +0000,"Charged twice for order #100072, need a refund now.",1145,
1145,AmazonHelp,False,2017-10-17 09:27:00 +0000,Sorry about that! Please DM your order # and we'll verify and refund the duplicate charge within 3-5 business days. -Sam,,1144
1146,cust_1073,True,2017-10-18 10:31:00 +0000,"I want to return item from order #100073, how do I start that?",1147,
1147,AmazonHelp,False,2017-10-18 10:34:00 +0000,You can start a return anytime from Your Orders > Return or Replace Items for order #100073. -Ravi,,1146
1148,cust_1074,True,2017-10-19 11:38:00 +0000,What's your return window for electronics bought in order #100074?,1149,
1149,AmazonHelp,False,2017-10-19 11:41:00 +0000,"Most electronics can be returned within 30 days of delivery, some exclusions apply. Check Your Orders for order #100074 specifics. -Ravi",,1148
1150,cust_1075,True,2017-10-20 12:45:00 +0000,"Charged twice for order #100075, need a refund now.",1151,
1151,AmazonHelp,False,2017-10-20 12:48:00 +0000,Sorry about that! Please DM your order # and we'll verify and refund the duplicate charge within 3-5 business days. -Sam,,1150
1152,cust_1076,True,2017-10-21 13:52:00 +0000,My package for order #100076 says delivered but I never got it.,1153,
1153,AmazonHelp,False,2017-10-21 13:55:00 +0000,That's not good to hear. Please DM us your order # and address so we can investigate a missing delivery. -Kai,,1152
1154,cust_1077,True,2017-10-22 14:59:00 +0000,"Someone used my account to place an order I didn't make, order #100077.",1155,
1155,AmazonHelp,False,2017-10-22 14:02:00 +0000,"This needs immediate attention -- please DM us right away, do not share your password, and we'll lock down the account. -Sam",,1154
1156,cust_1078,True,2017-10-23 15:06:00 +0000,"Can't log into my account, keeps saying wrong password even after reset.",1157,
1157,AmazonHelp,False,2017-10-23 15:09:00 +0000,Let's get this fixed -- please DM us the email on the account (not the password) so we can look into it. -Kai,,1156
1158,cust_1079,True,2017-10-24 16:13:00 +0000,"This is the third time my delivery for order #100079 is late, I'm considering canceling Prime.",1159,
1159,AmazonHelp,False,2017-10-24 16:16:00 +0000,I completely understand the frustration. Please DM order # so we can escalate this and make it right. -Ravi,,1158
1160,other_0_0,True,2017-10-05 10:00:00 +0000,Hey @AppleSupport random unrelated issue 0,1161,
1161,AppleSupport,False,2017-10-05 10:05:00 +0000,"We're on it, DM us! -AppleSupport",,1160
1162,other_0_1,True,2017-10-05 10:00:00 +0000,Hey @AppleSupport random unrelated issue 1,1163,
1163,AppleSupport,False,2017-10-05 10:05:00 +0000,"We're on it, DM us! -AppleSupport",,1162
1164,other_0_2,True,2017-10-05 10:00:00 +0000,Hey @AppleSupport random unrelated issue 2,1165,
1165,AppleSupport,False,2017-10-05 10:05:00 +0000,"We're on it, DM us! -AppleSupport",,1164
1166,other_0_3,True,2017-10-05 10:00:00 +0000,Hey @AppleSupport random unrelated issue 3,1167,
1167,AppleSupport,False,2017-10-05 10:05:00 +0000,"We're on it, DM us! -AppleSupport",,1166
1168,other_1_0,True,2017-10-05 10:00:00 +0000,Hey @Uber_Support random unrelated issue 0,1169,
1169,Uber_Support,False,2017-10-05 10:05:00 +0000,"We're on it, DM us! -Uber_Support",,1168
1170,other_1_1,True,2017-10-05 10:00:00 +0000,Hey @Uber_Support random unrelated issue 1,1171,
1171,Uber_Support,False,2017-10-05 10:05:00 +0000,"We're on it, DM us! -Uber_Support",,1170
1172,other_1_2,True,2017-10-05 10:00:00 +0000,Hey @Uber_Support random unrelated issue 2,1173,
1173,Uber_Support,False,2017-10-05 10:05:00 +0000,"We're on it, DM us! -Uber_Support",,1172
1174,other_1_3,True,2017-10-05 10:00:00 +0000,Hey @Uber_Support random unrelated issue 3,1175,
1175,Uber_Support,False,2017-10-05 10:05:00 +0000,"We're on it, DM us! -Uber_Support",,1174
